wallet_address,timestamp,is_fraud,fraud_type
0xeff6cb8b614999d130e537751ee99724d01aa167,2025-08-13 17:35:11,0,normal
0xeff6cb8b614999d130e537751ee99724d01aa167,2025-08-13 17:28:59,0,normal
0xeff6cb8b614999d130e537751ee99724d01aa167,2025-08-13 17:25:47,0,normal
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:35:11,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:34:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:34:47,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:34:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:34:11,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:33:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:33:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:33:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:33:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:33:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:33:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:11,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:11,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:32:11,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:31:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:30:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:30:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:30:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:29:11,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:28:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:28:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:28:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:28:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:28:23,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:59,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:35,1,wash_trading
0x5141b82f5ffda4c6fe1e372978f1c5427640a190,2025-08-13 17:27:23,1,wash_trading
